"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","PavedDrive","MoSold","YrSold","SalePrice"
60,"RL",10141,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","PConc",3,"TA","Unf","Unf",832,832,"GasA","Gd","Y","SBrkr",885,833,0,1718,0,0,2,1,3,1,4,7,"Typ",1,"Attchd",2,427,"TA","Y",12,2009,185000
20,"RL",10200,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",4,"TA","CBlock",4,"TA","ALQ","BLQ",404,1086,"GasA","Gd","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",2,490,"TA","Y",5,2010,144900
50,"RM",5790,"Reg","Lvl","OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",3,"Gd","CBlock",2,"TA","Unf","Unf",840,840,"GasA","Gd","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,4,8,"Typ",0,"Detchd",1,379,"TA","Y",5,2010,107400
180,"RM",1596,"Reg","Lvl","MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",4,"TA","CBlock",3,"TA","GLQ","Unf",0,462,"GasA","TA","Y","SBrkr",526,462,0,988,1,0,1,0,2,1,4,5,"Typ",0,"BuiltIn",1,297,"TA","Y",11,2009,91000
20,"RL",8475,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",4,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","CBlock",4,"TA","ALQ","Unf",724,952,"GasA","Ex","Y","FuseA",952,0,0,952,0,0,1,0,2,1,4,4,"Typ",0,"Detchd",1,283,"TA","Y",4,2008,135750
50,"RM",8635,"Reg","Lvl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",4,"TA","BLQ","GLQ",295,672,"GasA","TA","Y","SBrkr",1072,213,0,1285,1,0,1,0,2,1,4,6,"Min1",0,"Detchd",1,240,"TA","Y",1,2008,127000
90,"RL",10778,"Reg","Lvl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","Unf","Unf",1768,1768,"GasA","TA","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,4,8,"Typ",0,NA,0,0,NA,"Y",4,2010,136500
50,"RM",10440,"Reg","Lvl","OldTown","Norm","Norm","1Fam","2Story",5,6,1910,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","PConc",4,"TA","Unf","Unf",440,440,"GasA","Gd","Y","SBrkr",682,548,0,1230,0,0,1,1,2,1,4,5,"Typ",0,"Detchd",2,440,"TA","Y",5,2009,110000
60,"RL",13000,"Reg","Lvl","NAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"Gd","CBlock",3,"TA","Rec","Unf",448,896,"GasA","TA","Y","SBrkr",1182,960,0,2142,0,0,2,1,4,1,3,8,"Typ",1,"Attchd",1,509,"TA","Y",6,2009,193500
120,"RM",4500,"Reg","Lvl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",4,"Gd","PConc",1,"Gd","GLQ","Unf",36,1237,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,4,5,"Typ",0,"Attchd",2,405,"TA","Y",3,2006,153500
20,"RL",10206,"Reg","Lvl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",4,"TA","PConc",3,"TA","GLQ","Unf",1530,1563,"GasA","Ex","Y","SBrkr",1563,0,0,1563,0,0,2,0,3,1,3,6,"Typ",1,"Attchd",3,758,"TA","Y",10,2008,245000
20,"RL",8892,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",4,"TA","CBlock",4,"TA","Unf","Unf",1065,1065,"GasA","Gd","Y","SBrkr",1065,0,0,1065,0,0,1,1,3,1,4,6,"Typ",0,"Detchd",2,461,"TA","Y",7,2007,126500
80,"RL",8530,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","PConc",3,"TA","Unf","Unf",384,384,"GasA","Gd","Y","SBrkr",804,670,0,1474,0,0,2,1,3,1,4,7,"Typ",1,"BuiltIn",2,400,"TA","Y",5,2009,168500
60,"RL",16059,"Reg","Lvl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",3,"TA","CBlock",3,"TA","Unf","Unf",1288,1288,"GasA","Ex","Y","SBrkr",1301,1116,0,2417,0,0,2,1,4,1,3,9,"Typ",1,"Attchd",2,462,"TA","Y",4,2006,260000
60,"RL",11911,"IR2","Lvl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",684,684,"GasA","Ex","Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,3,6,"Typ",1,"BuiltIn",2,400,"TA","Y",3,2009,174000
160,"FV",3951,"Reg","Lvl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",612,612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,3,4,"Typ",0,"Detchd",2,528,"TA","Y",6,2009,164500
50,"C (all)",8470,"IR1","Lvl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","CompShg","Plywood","Plywood","None",2,"Fa","CBlock",4,"Fa","Unf","Unf",1013,1013,"GasA","TA","N","SBrkr",1013,0,513,1526,0,0,1,0,2,1,2,6,"Typ",0,NA,0,0,NA,"N",10,2009,85000
20,"RL",8070,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","GLQ","Unf",402,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,4,5,"Typ",0,NA,0,0,NA,"Y",8,2007,123600
20,"RL",7200,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",4,"TA","Slab",3.26141953619115,NA,NA,NA,0,0,"GasA","TA","Y","FuseA",1040,0,0,1040,0,0,1,0,2,1,4,4,"Typ",0,"Detchd",2,420,"TA","Y",7,2006,109900
20,"RL",8500,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,3,1961,1961,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",4,"TA","CBlock",4,"TA","Rec","Unf",635,1235,"GasA","TA","Y","SBrkr",1235,0,0,1235,0,0,1,0,2,1,4,6,"Typ",0,"Attchd",2,480,"TA","Y",12,2006,98600
30,"RL",13360,"IR1","HLS","Crawfor","Norm","Norm","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"Gd","BrkTil",3,"TA","ALQ","Unf",163,876,"GasA","Ex","Y","SBrkr",964,0,0,964,1,0,1,0,2,1,4,5,"Typ",0,"Detchd",2,432,"TA","Y",8,2009,163500
190,"C (all)",7200,"Reg","Lvl","OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","CompShg","MetalSd","MetalSd","None",4,"TA","BrkTil",4,"Fa","Rec","Unf",168,1214,"GasW","Ex","N","SBrkr",1260,1031,0,2291,0,1,2,0,4,2,4,9,"Typ",1,"Detchd",2,506,"TA","Y",11,2007,133900
60,"RL",9337,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",4,"Gd","PConc",3,"TA","GLQ","Unf",176,824,"GasA","Ex","Y","SBrkr",905,881,0,1786,1,0,2,1,3,1,3,7,"Typ",0,"Attchd",2,684,"TA","Y",5,2007,204750
60,"RL",9765,"IR2","Lvl","Gilbert","Norm","Norm","1Fam","2Story",6,8,1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1,"Gd","PConc",3,"Gd","ALQ","Unf",370,680,"GasA","Gd","Y","SBrkr",680,790,0,1470,0,0,2,1,3,1,4,6,"Typ",1,"BuiltIn",2,420,"TA","Y",4,2009,185000
20,"RL",10264,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","ALQ","Unf",426,1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,3,6,"Typ",0,"Attchd",2,472,"TA","Y",8,2006,214000
20,"RL",10921,"Reg","HLS","Edwards","Norm","Norm","1Fam","1Story",4,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","Rec","Unf",440,960,"GasA","TA","Y","FuseF",960,0,0,960,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",1,432,"TA","P",5,2007,94750
30,"RL",10625,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"TA","ALQ","Unf",350,458,"GasA","Fa","N","SBrkr",835,0,0,835,0,0,1,0,2,1,4,5,"Typ",0,"Basment",1,366,"Fa","Y",5,2010,83000
20,"RL",9320,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","Plywood","Plywood","None",4,"TA","CBlock",4,"TA","ALQ","Unf",381,950,"GasA","Fa","Y","SBrkr",1225,0,0,1225,1,0,1,1,3,1,4,6,"Typ",0,NA,0,0,NA,"Y",1,2010,128950
20,"RL",10603,"IR1","Lvl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",4,"TA","PConc",4,"TA","ALQ","Unf",410,1610,"GasA","Gd","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,3,6,"Typ",2,"Attchd",2,480,"TA","Y",2,2010,205000
60,"RL",9206,"Reg","Lvl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","BrkFace",3,"TA","CBlock",3,"TA","Unf","Unf",741,741,"GasA","TA","Y","SBrkr",977,755,0,1732,0,0,2,1,3,1,3,7,"Typ",1,"Attchd",2,476,"TA","Y",6,2010,178000
90,"RL",7018,"Reg","Bnk","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",4,"Fa","Slab",3.26141953619115,NA,NA,NA,0,0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,4,8,"Typ",0,"Attchd",2,410,"TA","Y",6,2009,118964
20,"RL",10402,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","Unf","Unf",1226,1226,"GasA","Ex","Y","SBrkr",1226,0,0,1226,0,0,2,0,3,1,3,6,"Typ",0,"Attchd",3,740,"TA","Y",5,2010,198900
50,"RM",7758,"Reg","Lvl","IDOTRR","Norm","Norm","1Fam","1.5Fin",7,4,1931,1950,"Gable","CompShg","Stucco","Stucco","BrkFace",4,"Fa","PConc",4,"TA","LwQ","Unf",816,1040,"GasA","Ex","Y","FuseF",1226,592,0,1818,0,0,1,1,4,1,4,7,"Typ",2,"Detchd",1,240,"TA","Y",6,2007,169500
60,"FV",9375,"Reg","Lvl","Somerst","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",1,"TA","Unf","Unf",1053,1053,"GasA","Ex","Y","SBrkr",1053,939,0,1992,0,0,2,1,3,1,3,9,"Typ",1,"Attchd",2,648,"TA","Y",8,2008,250000
30,"RM",10800,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","CompShg","VinylSd","VinylSd","None",4,"TA","BrkTil",2,"TA","Unf","Unf",641,641,"GasA","Gd","Y","SBrkr",1047,0,0,1047,0,0,1,0,2,1,4,6,"Typ",0,"Detchd",1,273,"Fa","N",8,2007,100000
20,"RM",6000,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1Story",5,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","CBlock",4,"TA","ALQ","BLQ",516,789,"GasA","Ex","Y","SBrkr",789,0,0,789,0,0,1,0,2,1,4,5,"Typ",0,"Detchd",1,250,"TA","Y",4,2008,115000
50,"RM",8500,"Reg","Lvl","IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,1919,2005,"Gable","CompShg","CemntBd","CmentBd","None",4,"TA","CBlock",4,"TA","Unf","Unf",793,793,"GasW","TA","N","FuseF",997,520,0,1517,0,0,2,0,3,1,2,7,"Typ",0,NA,0,0,NA,"N",8,2007,115000
20,"RL",11751,"IR1","Lvl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",4,"TA","CBlock",3,"TA","BLQ","Unf",1139,1844,"GasA","Ex","Y","SBrkr",1844,0,0,1844,0,0,2,0,3,1,4,7,"Typ",1,"Attchd",2,546,"TA","Y",1,2010,190000
50,"RL",9525,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",4,"Fa","Rec","Unf",550,994,"GasA","Gd","Y","SBrkr",1216,639,0,1855,0,0,2,0,4,1,4,7,"Typ",0,"Attchd",1,325,"TA","Y",10,2006,136900
80,"RL",7750,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","GLQ","Unf",134,384,"GasA","Ex","Y","SBrkr",774,656,0,1430,0,0,2,1,3,1,4,7,"Typ",1,"BuiltIn",2,400,"TA","Y",4,2010,180000
60,"RL",9965,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",1,"TA","GLQ","Unf",280,1264,"GasA","Ex","Y","SBrkr",1282,1414,0,2696,1,0,2,1,4,1,1,10,"Typ",1,"BuiltIn",3,792,"TA","Y",10,2007,383970
20,"RL",21000,"Reg","Bnk","Crawfor","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",4,"Gd","CBlock",3,"TA","ALQ","Rec",905,1809,"GasA","TA","Y","SBrkr",2259,0,0,2259,1,0,2,0,3,1,3,7,"Typ",2,"Basment",2,450,"TA","Y",10,2007,217000
70,"RL",7259,"IR1","Lvl","Crawfor","Norm","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",4,"TA","ALQ","LwQ",104,1028,"GasA","Ex","Y","SBrkr",1436,884,0,2320,1,0,2,1,3,1,3,9,"Typ",1,"Detchd",1,180,"TA","Y",7,2007,259500
160,"FV",3230,"Reg","Lvl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","PConc",3,"TA","GLQ","Unf",310,729,"GasA","Gd","Y","SBrkr",729,729,0,1458,0,0,2,1,2,1,4,5,"Typ",1,"Detchd",2,440,"TA","Y",6,2007,176000
20,"RL",11616,"Reg","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",4,"TA","CBlock",4,"TA","LwQ","BLQ",252,1092,"GasA","TA","Y","SBrkr",1092,0,0,1092,0,1,1,0,3,1,4,6,"Typ",1,"Attchd",1,288,"TA","Y",9,2009,139000
20,"RL",8536,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1Story",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","Unf","Unf",1125,1125,"GasA","Gd","Y","SBrkr",1125,0,0,1125,0,0,1,1,2,1,4,5,"Typ",0,"Attchd",2,430,"TA","Y",4,2007,155000
60,"RL",12376,"Reg","Lvl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1990,1990,"Hip","CompShg","Plywood","Plywood","None",4,"TA","PConc",3,"TA","GLQ","Unf",203,1673,"GasA","Gd","Y","SBrkr",1699,1523,0,3222,1,0,3,0,5,1,3,11,"Typ",2,"Attchd",3,594,"TA","Y",5,2010,320000
60,"RL",8461,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,3,8,"Typ",1,"Attchd",2,390,"TA","Y",7,2006,163990
80,"RL",21453,"IR1","Low","ClearCr","Norm","Norm","1Fam","SLvl",6,5,1969,1969,"Flat","Metal","Plywood","Plywood","None",4,"TA","CBlock",4,"TA","ALQ","Unf",0,938,"GasA","Ex","Y","SBrkr",988,0,0,988,1,0,1,0,1,1,4,4,"Typ",2,"Attchd",2,540,"TA","Y",10,2006,180000
50,"RM",6060,"Reg","Lvl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","CompShg","AsbShng","AsbShng","None",4,"TA","PConc",4,"TA","Unf","Unf",732,732,"GasA","Gd","Y","SBrkr",772,351,0,1123,0,0,1,0,3,1,4,4,"Typ",0,"Detchd",1,264,"TA","P",6,2007,100000
20,"RL",9464,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",6,7,1958,1958,"Hip","CompShg","MetalSd","MetalSd","BrkFace",4,"Gd","CBlock",4,"TA","BLQ","Unf",510,1080,"GasA","Gd","Y","SBrkr",1080,0,0,1080,0,0,1,0,3,1,4,5,"Typ",0,"Attchd",1,288,"TA","Y",6,2008,136000
120,"RL",7892,"Reg","Lvl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","CompShg","Plywood","Plywood","None",3,"TA","PConc",3,"TA","GLQ","Unf",899,1199,"GasA","Ex","Y","SBrkr",1199,0,0,1199,0,0,2,0,2,1,3,5,"Typ",0,"Attchd",2,530,"TA","Y",3,2008,153900
20,"RL",17043,"IR1","Lvl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1979,1998,"Gable","CompShg","HdBoard","HdBoard","None",4,"Gd","CBlock",3,"Fa","Unf","Unf",1362,1362,"GasA","TA","Y","SBrkr",1586,0,0,1586,0,0,2,0,3,1,4,7,"Typ",1,"Attchd",2,435,"TA","Y",1,2009,181000
190,"RM",6780,"Reg","Lvl","IDOTRR","Norm","Norm","2fmCon","1.5Fin",6,8,1935,1982,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"Fa","CBlock",4,"TA","GLQ","Unf",30,520,"GasA","Gd","N","SBrkr",520,0,234,754,1,0,1,0,2,1,4,5,"Typ",0,NA,0,0,NA,"N",6,2006,84500
120,"RL",4928,"IR1","Lvl","NPkVill","Norm","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",4,"TA","CBlock",3,"TA","ALQ","Unf",958,1078,"GasA","TA","Y","SBrkr",958,0,0,958,0,0,2,0,2,1,4,5,"Typ",1,"Attchd",2,440,"TA","Y",2,2007,128000
45,"RM",4388,"IR1","Bnk","OldTown","Feedr","Norm","1Fam","1.5Unf",5,7,1930,1950,"Gable","CompShg","WdShing","Wd Sdng","None",4,"Gd","BrkTil",4,"TA","LwQ","Unf",556,672,"GasA","Ex","Y","SBrkr",840,0,0,840,0,0,1,0,3,1,4,5,"Typ",1,NA,0,0,NA,"N",6,2007,87000
60,"RL",7590,"Reg","Lvl","NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",148,660,"GasA","TA","Y","SBrkr",660,688,0,1348,0,0,1,1,3,1,4,6,"Typ",1,"Attchd",2,453,"TA","Y",7,2006,155000
20,"RL",8973,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1991,"Gable","CompShg","Plywood","Plywood","BrkFace",4,"TA","CBlock",4,"TA","Rec","BLQ",413,1008,"GasA","TA","Y","FuseA",1053,0,0,1053,0,1,1,1,3,1,1,6,"Typ",0,"2Types",2,750,"TA","Y",7,2006,150000
60,"RL",14200,"Reg","Lvl","NAmes","Norm","Norm","1Fam","2Story",7,6,1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",4,"TA","Rec","Unf",479,924,"GasA","Ex","Y","SBrkr",1216,941,0,2157,0,0,2,1,4,1,3,8,"Typ",2,"Attchd",2,487,"TA","Y",5,2006,226000
60,"RL",12224,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",297,992,"GasA","Ex","Y","SBrkr",1022,1032,0,2054,1,0,2,1,3,1,3,7,"Typ",1,"BuiltIn",2,390,"TA","Y",7,2009,244000
20,"RL",7388,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,2002,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Rec","Unf",658,1063,"GasA","Gd","Y","SBrkr",1327,0,0,1327,1,0,1,0,3,1,3,7,"Typ",0,"Detchd",2,624,"TA","Y",7,2007,150750
20,"RL",6853,"IR1","Lvl","Timber","Norm","Norm","1Fam","1Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",1,"TA","GLQ","Unf",262,1267,"GasA","Ex","Y","SBrkr",1296,0,0,1296,1,0,2,0,2,1,3,6,"Typ",0,"Attchd",2,471,"TA","Y",6,2009,220000
20,"RL",10335,"IR1","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1968,1993,"Gable","CompShg","Plywood","Plywood","None",4,"TA","CBlock",4,"TA","Rec","Unf",891,1461,"GasA","Gd","Y","SBrkr",1721,0,0,1721,0,0,2,1,3,1,4,7,"Min1",1,"Attchd",2,440,"TA","Y",7,2006,180000
20,"RL",10400,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1970,1970,"Hip","CompShg","Plywood","Plywood","BrkFace",4,"TA","PConc",4,"TA","Unf","Unf",1304,1304,"GasA","Gd","Y","SBrkr",1682,0,0,1682,0,0,2,0,3,1,4,7,"Typ",1,"Attchd",2,530,"TA","Y",5,2008,174000
20,"RL",10355,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",519,1214,"GasA","TA","Y","SBrkr",1214,0,0,1214,0,0,2,0,3,1,4,5,"Typ",1,"Attchd",1,318,"TA","Y",7,2007,143000
90,"RL",11070,"Reg","Lvl","Mitchel","Norm","Norm","Duplex","1Story",7,5,1988,1989,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","CBlock",4,"TA","Unf","Unf",1907,1907,"GasA","Gd","Y","SBrkr",1959,0,0,1959,0,0,3,0,5,2,4,9,"Typ",0,"2Types",3,766,"TA","Y",7,2006,171000
60,"RL",9066,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",336,1004,"GasA","Ex","Y","SBrkr",1004,848,0,1852,0,0,2,1,3,1,3,7,"Typ",2,"Attchd",3,660,"TA","Y",12,2008,230000
60,"RL",15426,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","GLQ","Unf",107,928,"GasA","Ex","Y","SBrkr",928,836,0,1764,1,0,2,1,3,1,3,7,"Typ",0,"Attchd",2,470,"TA","Y",8,2009,231500
20,"RL",10500,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",4,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","ALQ","Unf",432,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,4,5,"Typ",1,NA,0,0,NA,"Y",4,2010,115000
20,"RL",11645,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","GLQ","Unf",434,1734,"GasA","Ex","Y","SBrkr",1734,0,0,1734,1,0,2,0,3,1,3,7,"Typ",0,"Attchd",2,660,"TA","Y",1,2006,260000
50,"RL",8520,"Reg","Lvl","NAmes","Artery","Norm","1Fam","1.5Fin",5,4,1952,1952,"Gable","CompShg","BrkFace","Wd Sdng","None",4,"Fa","CBlock",4,"TA","Rec","Unf",403,910,"GasA","Fa","Y","SBrkr",910,475,0,1385,0,0,2,0,4,1,4,6,"Typ",0,"Detchd",2,720,"TA","Y",6,2010,166000
20,"RL",10335,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",811,1490,"GasA","Ex","Y","SBrkr",1501,0,0,1501,1,0,2,0,3,1,3,6,"Typ",0,"Attchd",2,577,"TA","Y",6,2009,204000
90,"RM",9100,"Reg","Lvl","Sawyer","RRAe","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","Rec","Unf",396,1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,1,0,2,0,6,2,4,10,"Typ",0,"Detchd",2,504,"TA","Y",11,2006,125000
160,"RM",2522,"Reg","Lvl","Edwards","Norm","Norm","Twnhs","2Story",6,5,2004,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",970,970,"GasA","Ex","Y","SBrkr",970,739,0,1709,0,0,2,0,3,1,3,7,"Maj1",0,"Detchd",2,380,"TA","Y",4,2006,130000
